movieID,movieName,year,genre,averageRating
3741,Badlands ,1973,Crime|Drama|Thriller,4.1
3742,Battleship Potemkin ,1925,Drama|War,3.7
3743,Boys and Girls ,2000,Comedy|Romance,2.0
3744,Shaft ,2000,Action|Crime|Thriller,2.7
3745,Titan A.E. ,2000,Action|Adventure|Animation|Children|Sci-Fi,3.4
3747,Jesus' Son ,1999,Drama,3.5
3751,Chicken Run ,2000,Animation|Children|Comedy,3.6
3758,Communion ,1989,Drama|Sci-Fi|Thriller,3.5
3763,F/X ,1986,Action|Crime|Thriller,3.2
3766,Missing in Action ,1984,Action|War,2.1
3767,Missing in Action 2: The Beginning ,1985,Action|War,1.7
3768,Braddock: Missing in Action III ,1988,Action|War,1.3
3769,Thunderbolt and Lightfoot ,1974,Action,3.3
3770,Dreamscape ,1984,Horror|Sci-Fi|Thriller,2.7
3771,The Golden Voyage of Sinbad ,1973,Action|Adventure|Fantasy,4.0
3773,House Party ,1990,Comedy,2.0
3774,House Party 2 ,1991,Comedy|Drama|Romance,0.8
3783,Croupier ,1998,Crime|Drama,4.0
3785,Scary Movie ,2000,Comedy|Horror,2.9
3786,But I'm a Cheerleader ,1999,Comedy,2.6
3790,Groove ,2000,Drama,4.0
3791,Footloose ,1984,Drama,3.2
3792,Duel in the Sun ,1946,Drama|Romance|Western,5.0
3793,X-Men ,2000,Action|Adventure|Sci-Fi,3.7
3794,Chuck & Buck ,2000,Comedy|Drama,2.5
3798,What Lies Beneath ,2000,Drama|Horror|Mystery,3.2
3799,Pokémon the Movie 2000 ,2000,Animation|Children,1.6
3801,Anatomy of a Murder ,1959,Drama|Mystery,4.0
3802,Freejack ,1992,Action|Sci-Fi,2.0
3806,Mackenna's Gold ,1969,Western,3.0
3807,Sinbad and the Eye of the Tiger ,1977,Adventure|Fantasy,3.0
3809,What About Bob? ,1991,Comedy,3.3
3810,White Sands ,1992,Drama|Thriller,3.0
3811,Breaker Morant ,1980,Drama|War,3.9
3812,Everything You Always Wanted to Know About Sex * But Were Afraid to Ask ,1972,Comedy,3.5
3813,Interiors ,1978,Drama,4.2
3814,Love and Death ,1975,Comedy,4.2
3819,Tampopo ,1985,Comedy,4.0
3821,Nutty Professor II: The Klumps ,2000,Comedy,2.3
3823,Wonderland ,1999,Drama,4.0
3824,Autumn in New York ,2000,Drama|Romance,2.4
3825,Coyote Ugly ,2000,Comedy|Drama|Romance,2.7
3826,Hollow Man ,2000,Horror|Sci-Fi|Thriller,2.3
3827,Space Cowboys ,2000,Action|Adventure|Comedy|Sci-Fi,2.9
3830,Psycho Beach Party ,2000,Comedy|Horror|Thriller,1.5
3831,Saving Grace ,2000,Comedy,3.9
3834,Bronco Billy ,1980,Adventure|Drama|Romance,3.0
3836,Kelly's Heroes ,1970,Action|Comedy|War,4.1
3837,Phantasm II ,1988,Action|Fantasy|Horror|Sci-Fi|Thriller,2.5
3838,Phantasm III: Lord of the Dead ,1994,Horror,2.0
3839,Phantasm IV: Oblivion ,1998,Horror,1.7
3840,Pumpkinhead ,1988,Horror,2.4
3841,Air America ,1990,Action|Comedy,2.8
3843,Sleepaway Camp ,1983,Horror,2.4
3844,Steel Magnolias ,1989,Drama,3.3
3846,Easy Money ,1983,Comedy,3.6
3849,The Spiral Staircase ,1945,Horror|Mystery|Thriller,4.0
3851,I'm the One That I Want ,2000,Comedy,5.0
3857,Bless the Child ,2000,Thriller,4.0
3858,Cecil B. DeMented ,2000,Comedy,3.5
3862,About Adam ,2000,Comedy,3.8
3870,Our Town ,1940,Drama,3.0
3871,Shane ,1953,Drama|Western,3.9
3873,Cat Ballou ,1965,Comedy|Western,3.1
3877,Supergirl ,1984,Action|Adventure|Fantasy,2.2
3882,Bring It On ,2000,Comedy,2.7
3888,Skipped Parts ,2000,Drama|Romance,4.0
3893,Nurse Betty ,2000,Comedy|Crime|Drama|Romance|Thriller,3.3
3894,Solas ,1999,Drama,4.0
3897,Almost Famous ,2000,Drama,3.9
3898,Bait ,2000,Action|Comedy,2.5
3899,Circus ,2000,Crime|Drama|Thriller,1.0
3900,Crime and Punishment in Suburbia ,2000,Comedy|Drama,4.0
3901,Duets ,2000,Comedy|Drama,3.3
3906,Under Suspicion ,2000,Crime|Thriller,2.5
3908,Urban Legends: Final Cut ,2000,Horror,1.5
3909,Woman on Top ,2000,Comedy|Romance,2.0
3910,Dancer in the Dark ,2000,Drama|Musical,4.0
3911,Best in Show ,2000,Comedy,3.7
3912,Beautiful ,2000,Comedy|Drama,2.5
3915,Girlfight ,2000,Drama,3.7
3916,Remember the Titans ,2000,Drama,3.7
3917,Hellraiser ,1987,Horror,3.4
3918,Hellbound: Hellraiser II ,1988,Horror,3.3
3919,Hellraiser III: Hell on Earth ,1992,Horror,2.5
3922,Bikini Beach ,1964,Comedy,1.0
3925,Stranger Than Paradise ,1984,Comedy|Drama,3.9
3926,Voyage to the Bottom of the Sea ,1961,Adventure|Sci-Fi,3.0
3927,Fantastic Voyage ,1966,Adventure|Sci-Fi,2.7
3928,Abbott and Costello Meet Frankenstein ,1948,Comedy|Horror,3.8
3937,Runaway ,1984,Sci-Fi|Thriller,2.6
3939,Slumber Party Massacre II ,1987,Horror,5.0
3940,Slumber Party Massacre III ,1990,Horror,5.0
3941,Sorority House Massacre ,1986,Horror,5.0
3942,Sorority House Massacre II ,1990,Horror,5.0
3943,Bamboozled ,2000,Comedy,2.9
3945,Digimon: The Movie ,2000,Adventure|Animation|Children,3.0
3946,Get Carter ,2000,Action|Drama|Thriller,2.5
3947,Get Carter ,1971,Action|Crime|Drama|Thriller,3.3
3948,Meet the Parents ,2000,Comedy,3.4
3949,Requiem for a Dream ,2000,Drama,3.9
3950,Tigerland ,2000,Drama,3.6
3951,Two Family House ,2000,Drama,5.0
3953,Dr. T and the Women ,2000,Comedy|Romance,2.1
3957,Billy Jack ,1971,Action|Drama,2.7
3958,Billy Jack Goes to Washington ,1977,Drama,2.0
3962,Ghoulies II ,1987,Comedy|Horror,1.5
3966,Detour ,1945,Crime|Film-Noir,3.5
3967,Billy Elliot ,2000,Drama,3.9
3968,Bedazzled ,2000,Comedy,3.1
3969,Pay It Forward ,2000,Drama,3.4
3973,Book of Shadows: Blair Witch 2 ,2000,Crime|Horror|Mystery|Thriller,1.1
3977,Charlie's Angels ,2000,Action|Comedy,2.7
3979,Little Nicky ,2000,Comedy,2.5
3980,Men of Honor ,2000,Drama,3.4
3981,Red Planet ,2000,Action|Sci-Fi|Thriller,2.3
3983,You Can Count on Me ,2000,Drama|Romance,4.2
3984,Diamonds Are Forever ,1971,Action|Adventure|Thriller,3.5
3987,Bounce ,2000,Drama|Romance,2.4
3989,One Day in September ,1999,Documentary,4.0
3990,Rugrats in Paris: The Movie ,2000,Animation|Children|Comedy,2.3
3991,102 Dalmatians ,2000,Children|Comedy,2.8
3992,Malèna ,2000,Drama|Romance|War,3.7
3993,Quills ,2000,Drama|Romance,3.0
3994,Unbreakable ,2000,Drama|Sci-Fi,3.5
3997,Dungeons & Dragons ,2000,Action|Adventure|Comedy|Fantasy,1.8
3998,Proof of Life ,2000,Drama,3.0
3999,Vertical Limit ,2000,Action|Adventure,2.6
4003,She's Having a Baby ,1988,Comedy,3.3
4006,Transformers: The Movie ,1986,Adventure|Animation|Children|Sci-Fi,3.4
4007,Wall Street ,1987,Drama,3.8
4008,Born on the Fourth of July ,1989,Drama|War,3.5
4009,Talk Radio ,1988,Drama,3.0
4010,Brewster's Millions ,1985,Comedy,2.9
4011,Snatch ,2000,Comedy|Crime|Thriller,4.2
4012,Punchline ,1988,Comedy|Drama,2.5
4014,Chocolat ,2000,Drama|Romance,3.5
4017,Pollock ,2000,Drama,3.5
4018,What Women Want ,2000,Comedy|Romance,3.1
4019,Finding Forrester ,2000,Drama,3.7
4021,Before Night Falls ,2000,Drama,4.3
4022,Cast Away ,2000,Drama,3.7
4025,Miss Congeniality ,2000,Comedy|Crime,3.1
4029,State and Main ,2000,Comedy|Drama,3.9
4030,Dracula 2000 ,2000,Horror,1.8
4031,All the Pretty Horses ,2000,Drama|Romance|Western,2.5
4033,Thirteen Days ,2000,Drama|Thriller|War,3.9
4034,Traffic ,2000,Crime|Drama|Thriller,3.9
4036,Shadow of the Vampire ,2000,Drama|Horror,3.1
4037,House of Games ,1987,Crime|Film-Noir|Mystery|Thriller,3.8
4039,Annie ,1982,Children|Musical,3.1
4040,Don't Tell Mom the Babysitter's Dead ,1991,Comedy,2.3
4043,At Close Range ,1986,Crime|Drama,3.3
4046,Friendly Persuasion ,1956,Drama,4.0
4047,Gettysburg ,1993,Drama|War,3.7
4052,Antitrust ,2001,Crime|Drama|Thriller,3.6
4053,Double Take ,2001,Action|Comedy,2.5
4054,Save the Last Dance ,2001,Drama|Romance,2.8
4055,Panic ,2000,Drama,4.0
4061,The Man in the Moon ,1991,Drama|Romance,4.0
4062,Mystic Pizza ,1988,Comedy|Drama|Romance,3.4
4063,Prelude to a Kiss ,1992,Comedy|Drama|Romance,2.5
4064,Coffy ,1973,Action|Crime|Thriller,3.5
4065,Foxy Brown ,1974,Action|Crime|Drama,2.5
4066,I'm Gonna Git You Sucka ,1988,Action|Comedy,2.9
4067,Untamed Heart ,1993,Drama|Romance,3.4
4068,Sugar & Spice ,2001,Comedy,2.7
4078,Amazing Grace and Chuck ,1987,Drama,4.0
4079,Amazon Women on the Moon ,1987,Comedy|Sci-Fi,4.3
4080,Baby Boom ,1987,Comedy,3.3
4081,Back to the Beach ,1987,Comedy,1.8
4082,Barfly ,1987,Comedy|Drama|Romance,3.5
4083,Best Seller ,1987,Thriller,4.0
4084,Beverly Hills Cop II ,1987,Action|Comedy|Crime|Thriller,2.9
4085,Beverly Hills Cop ,1984,Action|Comedy|Crime|Drama,3.4
4089,Born in East L.A. ,1987,Comedy,2.0
4091,Can't Buy Me Love ,1987,Comedy|Romance,3.3
4092,Cherry 2000 ,1987,Romance|Sci-Fi,2.3
4093,Cop ,1988,Thriller,1.5
4102,Eddie Murphy Raw ,1987,Comedy|Documentary,3.5
4103,Empire of the Sun ,1987,Action|Adventure|Drama|War,4.0
4104,Ernest Goes to Camp ,1987,Comedy,1.4
4109,Flowers in the Attic ,1987,Drama|Thriller,2.6
4111,Gardens of Stone ,1987,Drama|War,3.0
4115,Hiding Out ,1987,Comedy,2.0
4116,Hollywood Shuffle ,1987,Comedy,5.0
4117,Hope and Glory ,1987,Drama,4.3
4121,Innerspace ,1987,Action|Adventure|Comedy|Sci-Fi,3.1
4123,Ishtar ,1987,Comedy,2.0
4124,Jaws: The Revenge ,1987,Horror|Thriller,1.3
4125,Leonard Part 6 ,1987,Comedy|Sci-Fi,0.8
4126,Less Than Zero ,1987,Drama,3.5
4129,Made in Heaven ,1987,Fantasy|Romance,1.0
4130,Maid to Order ,1987,Comedy|Fantasy,1.8
4131,Making Mr. Right ,1987,Comedy|Romance|Sci-Fi,1.8
4132,Mannequin ,1987,Comedy|Romance,2.6
4133,Masters of the Universe ,1987,Action|Adventure|Fantasy|Sci-Fi,2.6
4138,My Demon Lover ,1987,Comedy|Horror,1.0
4139,No Man's Land ,1987,Crime|Drama,3.0
4141,Head Over Heels ,2001,Comedy|Romance,2.5
4142,Left Behind: The Movie ,2000,Action|Adventure|Drama|Thriller,4.3
4143,Valentine ,2001,Horror|Mystery,3.5
4148,Hannibal ,2001,Horror|Thriller,2.9
4152,Vatel ,2000,Drama,4.3
4153,Down to Earth ,2001,Comedy|Fantasy|Romance,2.4
4154,Recess: School's Out ,2001,Animation|Children,4.0
4155,Sweet November ,2001,Drama|Romance,3.3
4156,Company Man ,2000,Comedy,2.0
4158,Monkeybone ,2001,Animation|Comedy|Fantasy,2.1
4159,3000 Miles to Graceland ,2001,Action|Thriller,2.7
4166,Series 7: The Contenders ,2001,Action|Drama,2.5
4167,15 Minutes ,2001,Thriller,3.0
4168,Get Over It ,2001,Comedy|Romance,2.8
4171,Long Night's Journey Into Day ,2000,Documentary,4.0
4174,Avalon ,1990,Drama,3.0
4175,Gray's Anatomy ,1996,Comedy|Drama,3.6
4178,Of Mice and Men ,1939,Drama,3.5
4180,Reform School Girls ,1986,Action|Drama,5.0
4181,Tapeheads ,1988,Comedy,2.0
4187,Lilies of the Field ,1963,Drama,3.8
4190,Elmer Gantry ,1960,Drama,4.0
4191,Alfie ,1966,Comedy|Drama|Romance,3.3
4197,Real Life ,1979,Comedy,3.0
4198,Battle Beyond the Stars ,1980,Sci-Fi,3.0
4200,Double Impact ,1991,Action,3.3
4202,Fuzz ,1972,Drama,3.0
4203,Harley Davidson and the Marlboro Man ,1991,Action|Crime|Drama,3.2
4204,Losin' It ,1983,Comedy,1.0
4205,Mermaids ,1990,Comedy|Drama|Romance,3.2
4207,Navy Seals ,1990,Action|Adventure|War,2.0
4210,Manhunter ,1986,Action|Crime|Drama|Horror|Thriller,3.9
4211,Reversal of Fortune ,1990,Drama,3.8
4212,Death on the Nile ,1978,Crime|Mystery,3.0
4214,Revenge of the Nerds ,1984,Comedy,2.9
4215,Revenge of the Nerds II: Nerds in Paradise ,1987,Comedy,2.1
4217,4 Little Girls ,1997,Documentary,4.3
4218,River's Edge ,1986,Crime|Drama,3.5
4219,Girls Just Want to Have Fun ,1985,Comedy,3.3
4221,Necessary Roughness ,1991,Comedy,2.6
4223,Enemy at the Gates ,2001,Drama|War,3.5
4224,Exit Wounds ,2001,Action|Thriller,2.8
4226,Memento ,2000,Mystery|Thriller,4.1
4228,Heartbreakers ,2001,Comedy|Crime|Romance,2.2
4229,Say It Isn't So ,2001,Comedy|Romance,2.1
4231,Someone Like You ,2001,Comedy|Romance,3.5
4232,Spy Kids ,2001,Action|Adventure|Children|Comedy,2.9
4233,Tomcats ,2001,Comedy,2.0
4236,Keep the River on Your Right: A Modern Cannibal Tale ,2000,Documentary,3.5
4238,Along Came a Spider ,2001,Action|Crime|Mystery|Thriller,3.1
4239,Blow ,2001,Crime|Drama,3.8
4240,Just Visiting ,2001,Comedy|Fantasy,2.0
4241,Pokémon 3: The Movie ,2001,Animation|Children,2.1
4242,Beautiful Creatures ,2000,Comedy|Crime|Drama|Thriller,2.0
4243,Brigham City ,2001,Crime|Drama|Mystery,4.0
4246,Bridget Jones's Diary ,2001,Comedy|Drama|Romance,3.6
4247,Joe Dirt ,2001,Adventure|Comedy|Mystery|Romance,2.4
4248,Josie and the Pussycats ,2001,Comedy,1.8
4251,Chopper ,2000,Drama|Thriller,2.0
4254,Crocodile Dundee in Los Angeles ,2001,Comedy|Drama,2.2
4255,Freddy Got Fingered ,2001,Comedy,2.2
4262,Scarface ,1983,Action|Crime|Drama,3.9
4263,Days of Wine and Roses ,1962,Drama,4.0
4265,Driven ,2001,Action|Thriller,3.0
4267,One Night at McCool's ,2001,Comedy,3.4
4268,Town & Country ,2001,Comedy,2.5
4273,Under the Sand ,2000,Drama,4.5
4275,Krull ,1983,Action|Adventure|Fantasy|Sci-Fi,2.9
4276,Lost in America ,1985,Comedy,2.5
4282,Fellini Satyricon ,1969,Drama|Fantasy,3.5
4284,Frankie and Johnny ,1966,Comedy,3.0
4285,Frankie and Johnny ,1991,Comedy|Romance,2.8
4290,For the Boys ,1991,Comedy|Drama|Musical,2.0
4292,Norma Rae ,1979,Drama,3.5
4293,Summer Rental ,1985,Comedy,2.5
4296,Love Story ,1970,Drama|Romance,3.0
4300,Bread and Roses ,2000,Drama,4.0
4304,Startup.com ,2001,Documentary,3.6
4305,Angel Eyes ,2001,Romance|Thriller,1.6
4306,Shrek ,2001,Adventure|Animation|Children|Comedy|Fantasy|Romance,3.9
4308,Moulin Rouge ,2001,Drama|Musical|Romance,3.6
4310,Pearl Harbor ,2001,Action|Drama|Romance|War,3.0
4316,Ice Castles ,1978,Drama,2.0
4317,Love Potion #9 ,1992,Comedy|Romance,2.5
4321,City Slickers ,1991,Comedy|Western,3.4
4322,Eight Men Out ,1988,Drama,3.8
4326,Mississippi Burning ,1988,Crime|Drama|Thriller,3.6
4329,Rio Bravo ,1959,Western,3.7
4333,Throw Momma from the Train ,1987,Comedy|Crime,3.2
4334,Yi Yi ,2000,Drama,4.6
4338,Twelve O'Clock High ,1949,Drama|War,4.5
4339,Von Ryan's Express ,1965,Action|Adventure|Drama|War,3.8
4342,Big Eden ,2000,Drama|Romance,4.5
4343,Evolution ,2001,Comedy|Sci-Fi,3.0
4344,Swordfish ,2001,Action|Crime|Drama,3.1
4349,Catch-22 ,1970,Comedy|War,3.8
4350,Forgotten Silver ,1996,Comedy|Documentary,4.3
4351,Point Break ,1991,Action|Crime|Thriller,3.3
4353,Uncommon Valor ,1983,Action|War,3.0
4354,Unlawful Entry ,1992,Crime|Thriller,2.5
4355,Youngblood ,1986,Action|Drama,2.0
4356,Gentlemen Prefer Blondes ,1953,Comedy|Musical|Romance,3.8
4357,How to Marry a Millionaire ,1953,Comedy|Drama|Romance,4.5
4361,Tootsie ,1982,Comedy|Romance,3.4
4366,Atlantis: The Lost Empire ,2001,Adventure|Animation|Children|Fantasy,3.3
4367,Lara Croft: Tomb Raider ,2001,Action|Adventure,2.9
4368,Dr. Dolittle 2 ,2001,Comedy,2.4
4370,A.I. Artificial Intelligence ,2001,Adventure|Drama|Sci-Fi,3.3
4371,Baby Boy ,2001,Crime|Drama,0.5
4372,Crazy/Beautiful ,2001,Drama|Romance,3.4
4373,Pootie Tang ,2001,Comedy,3.2
4374,Let It Snow ,1999,Comedy|Romance,4.5
4378,Sexy Beast ,2000,Crime|Drama,3.7
4384,Lumumba ,2000,Drama,3.0
4386,Cats & Dogs ,2001,Children|Comedy,2.8
4387,Kiss of the Dragon ,2001,Action,3.8
4388,Scary Movie 2 ,2001,Comedy,2.7
4389,Lost and Delirious ,2001,Drama,3.6
4392,Alice ,1990,Comedy|Drama|Fantasy|Romance,3.0
4393,Another Woman ,1988,Drama,4.5
4394,Beach Blanket Bingo ,1965,Comedy|Musical,1.5
4397,Cannonball Run II ,1984,Action|Comedy,2.5
4402,Dr. Goldfoot and the Bikini Machine ,1965,Comedy,5.0
4404,Faust ,1926,Drama|Fantasy|Horror,4.0
4407,Salvador ,1986,Drama|Thriller|War,4.5
4408,September ,1987,Drama,3.5
4409,Shadows and Fog ,1991,Comedy|Drama|Mystery|Thriller,3.3
4410,Something Wild ,1986,Comedy|Crime|Drama,4.0
4419,All That Heaven Allows ,1955,Drama|Romance,4.3
4426,Kiss Me Deadly ,1955,Film-Noir,4.0
4429,Moby Dick ,1956,Drama,4.5
4432,Sweet Smell of Success ,1957,Drama|Film-Noir,4.1
4433,Written on the Wind ,1956,Drama,4.3
4436,Obsession ,1976,Mystery|Thriller,3.0
4437,Suspiria ,1977,Horror,3.9
4441,Game of Death ,1978,Action,4.2
4443,Outland ,1981,Action|Sci-Fi|Thriller,2.8
4445,T-Rex: Back to the Cretaceous ,1998,Adventure|Documentary|IMAX,4.0
4446,Final Fantasy: The Spirits Within ,2001,Adventure|Animation|Fantasy|Sci-Fi,3.4
4447,Legally Blonde ,2001,Comedy|Romance,3.2
4449,Adanggaman ,2000,Drama,2.0
4450,Bully ,2001,Crime|Drama|Thriller,3.6
4451,Jump Tomorrow ,2001,Comedy|Drama|Romance,3.5
4452,Made ,2001,Comedy,2.7
4453,Michael Jordan to the Max ,2000,Documentary|IMAX,3.5
4454,More ,1998,Animation|Drama|Sci-Fi|IMAX,5.0
4458,Africa: The Serengeti ,1994,Documentary|IMAX,4.0
4459,Alaska: Spirit of the Wild ,1997,Documentary|IMAX,4.0
4462,18 Again! ,1988,Comedy|Fantasy,1.5
4463,1969 ,1988,Drama|War,2.0
4466,Above the Law ,1988,Action|Crime|Drama,2.5
4470,Ariel ,1988,Drama,3.0
4471,Arthur 2: On the Rocks ,1988,Comedy|Romance,1.5
4473,Bat*21 ,1988,Drama|War,3.0
4474,Beaches ,1988,Comedy|Drama|Musical,2.9
4476,Big Business ,1988,Comedy,2.3
4477,Big Top Pee-Wee ,1988,Adventure|Children|Comedy,1.9
4478,Biloxi Blues ,1988,Comedy|Drama,3.5
4483,Caddyshack II ,1988,Comedy,1.5
4484,Camille Claudel ,1988,Drama,3.8
4487,Cocktail ,1988,Drama|Romance,3.0
4488,Colors ,1988,Action|Crime|Drama,3.3
4489,Coming to America ,1988,Comedy|Romance,3.5
4492,Critters ,1986,Comedy|Sci-Fi,3.0
4495,Crossing Delancey ,1988,Comedy|Romance,5.0
4496,D.O.A. ,1988,Film-Noir|Mystery|Thriller,3.5
4497,Dead Heat ,1988,Action|Comedy|Horror|Sci-Fi,3.0
4499,Dirty Rotten Scoundrels ,1988,Comedy,4.1
4500,Drowning by Numbers ,1988,Comedy|Drama,4.0
4502,Ernest Saves Christmas ,1988,Children|Comedy,1.6
4504,Feds ,1988,Comedy,1.5
4505,For Keeps ,1988,Drama|Romance,3.0
4506,Frantic ,1988,Crime|Mystery|Thriller,3.2
4508,Gorillas in the Mist ,1988,Drama,3.5
4511,High Spirits ,1988,Comedy,2.0
4516,Johnny Be Good ,1988,Comedy,3.0
4518,The Lair of the White Worm ,1988,Comedy|Horror,3.8
4520,License to Drive ,1988,Comedy,2.3
4521,Little Nikita ,1988,Drama,3.0
4522,Masquerade ,1988,Mystery|Romance|Thriller,1.0
4523,Milagro Beanfield War ,1988,Comedy|Drama|Fantasy,3.5
4524,Moon Over Parador ,1988,Comedy,3.0
4526,My Stepmother Is an Alien ,1988,Comedy|Romance|Sci-Fi,3.1
4531,Red Heat ,1988,Action,2.7
4537,Running on Empty ,1988,Drama,4.3
4544,Short Circuit 2 ,1988,Comedy|Sci-Fi,2.9
4545,Short Circuit ,1986,Comedy|Sci-Fi,3.3
4553,They Live ,1988,Action|Sci-Fi|Thriller,3.7
4557,Tucker: The Man and His Dream ,1988,Drama,3.0
4558,Twins ,1988,Comedy,2.5
4562,Without a Clue ,1988,Comedy|Mystery,4.0
4563,Young Einstein ,1988,Comedy,1.8
4564,Always ,1989,Drama|Fantasy|Romance,2.8
4565,American Ninja ,1985,Action|Adventure,2.5
4568,Best of the Best ,1989,Action,2.5
4571,Bill & Ted's Excellent Adventure ,1989,Adventure|Comedy|Sci-Fi,3.7
4572,Black Rain ,1989,Action|Crime|Drama,3.0
4573,Blaze ,1989,Comedy|Drama,2.0
4574,Blind Fury ,1989,Action|Thriller,3.3
4577,Casualties of War ,1989,Drama|War,3.8
4578,Chances Are ,1989,Comedy|Romance,2.5
4580,Cyborg ,1989,Action|Sci-Fi,0.5
4581,Dad ,1989,Drama,4.0
4583,Disorganized Crime ,1989,Action|Comedy,4.0
4584,Dream a Little Dream ,1989,Comedy|Drama|Romance,2.0
4587,Earth Girls Are Easy ,1988,Comedy|Musical|Sci-Fi,2.3
4589,Eddie and the Cruisers ,1983,Drama|Musical|Mystery,2.0
4591,Erik the Viking ,1989,Adventure|Comedy|Fantasy,3.0
4593,Family Business ,1989,Comedy,2.3
4594,Farewell to the King ,1989,Action|War,3.0
4595,Fat Man and Little Boy ,1989,Drama,3.5
4597,Gleaming the Cube ,1989,Action|Drama|Mystery,2.0
4599,Great Balls of Fire! ,1989,Drama,2.5
4602,Harlem Nights ,1989,Comedy|Crime|Romance,3.0
4603,Her Alibi ,1989,Comedy|Romance,2.5
4605,How to Get Ahead in Advertising ,1989,Comedy|Fantasy,3.6
4611,Johnny Handsome ,1989,Crime|Drama,4.0
4613,K-9 ,1989,Action|Comedy|Crime,2.0
4614,Kickboxer ,1989,Action,2.5
4615,Last Exit to Brooklyn ,1989,Drama,4.0
4616,Lean on Me ,1989,Drama,3.5
4617,Let It Ride ,1989,Comedy,3.5
4619,Little Monsters ,1989,Comedy,2.3
4621,Look Who's Talking ,1989,Comedy|Romance,2.4
4622,Loverboy ,1989,Comedy,2.5
4623,Major League ,1989,Comedy,3.6
4624,Meet the Feebles ,1989,Animation|Comedy|Musical,3.0
4625,Millennium ,1989,Drama|Sci-Fi|Thriller,2.0
4626,Miracle Mile ,1989,Drama|Romance|Sci-Fi,3.5
4628,New York Stories ,1989,Comedy|Drama,3.1
4629,Next of Kin ,1989,Action|Crime|Thriller,1.8
4630,No Holds Barred ,1989,Action,1.0
4634,Penn & Teller Get Killed ,1989,Adventure|Comedy,4.0
4635,Pink Cadillac ,1989,Action|Comedy|Drama,1.0
4638,Jurassic Park III ,2001,Action|Adventure|Sci-Fi|Thriller,2.8
4639,America's Sweethearts ,2001,Comedy|Romance,2.6
4640,Brother ,2000,Action|Crime|Thriller,3.8
4641,Ghost World ,2001,Comedy|Drama,3.5
4642,Hedwig and the Angry Inch ,2000,Comedy|Drama|Musical,4.2
4643,Planet of the Apes ,2001,Action|Adventure|Drama|Sci-Fi,2.7
4645,Cure ,1997,Crime|Horror|Thriller,4.5
4646,Greenfingers ,2000,Comedy|Drama,1.5
4649,Wet Hot American Summer ,2001,Comedy,3.6
4654,Road House ,1989,Action|Drama,2.8
4658,Santa Sangre ,1989,Drama|Horror|Mystery|Thriller,3.5
4660,Scenes from the Class Struggle in Beverly Hills ,1989,Comedy,4.0
4661,Sea of Love ,1989,Crime|Drama|Thriller,3.0
4663,She's Out of Control ,1989,Comedy,2.8
4666,Skin Deep ,1989,Comedy,3.0
4671,Sweetie ,1989,Drama,3.5
4673,Tango & Cash ,1989,Action|Comedy|Crime|Thriller,1.7
4675,Three Fugitives ,1989,Action|Comedy,1.0
4676,Troop Beverly Hills ,1989,Comedy,1.9
4677,Turner & Hooch ,1989,Comedy|Crime,3.0
4678,UHF ,1989,Comedy,3.4
4679,Uncle Buck ,1989,Comedy,2.9
4686,Weekend at Bernie's II ,1993,Adventure|Comedy,1.6
4687,Billy Liar ,1963,Comedy,3.5
4688,Black Robe ,1991,Adventure|Drama,3.3
4695,Who'll Stop the Rain ,1978,Crime|Drama,4.0
4697,Basket Case ,1982,Comedy|Horror,2.6
4699,Original Sin ,2001,Drama|Romance|Thriller,2.8
4701,Rush Hour 2 ,2001,Action|Comedy,3.4
4703,Chocolat ,1988,Drama,3.4
4704,Hatari! ,1962,Adventure|Comedy,3.0
4708,Marat/Sade ,1966,Drama|Musical,4.5
4709,Paint Your Wagon ,1969,Comedy|Musical|Western,2.8
4711,Theremin: An Electronic Odyssey ,1993,Documentary,4.0
4713,Altered States ,1980,Drama|Sci-Fi,3.6
4714,Any Which Way You Can ,1980,Comedy,2.0
4718,American Pie 2 ,2001,Comedy,3.1
4719,Osmosis Jones ,2001,Action|Animation|Comedy|Crime|Drama|Romance|Thriller,2.6
4721,American Outlaws ,2001,Action|Comedy|Western,2.1
4722,All Over the Guy ,2001,Comedy,3.0
4725,Session 9 ,2001,Horror|Thriller,3.6
4727,Captain Corelli's Mandolin ,2001,Drama|Romance|War,3.1
4728,Rat Race ,2001,Comedy,3.1
4732,Bubble Boy ,2001,Comedy,1.9
4734,Jay and Silent Bob Strike Back ,2001,Adventure|Comedy,3.2
4735,Ghosts of Mars ,2001,Horror|Sci-Fi|Thriller,2.6
4736,Summer Catch ,2001,Comedy|Drama|Romance,2.7
4738,Happy Accidents ,2000,Romance|Sci-Fi,4.0
4740,Maybe Baby ,2000,Comedy|Romance,3.5
4743,Tortilla Soup ,2001,Comedy|Romance,3.3
4744,Jeepers Creepers ,2001,Horror,2.5
4745,O ,2001,Drama,3.6
4748,3 Ninjas ,1992,Action|Children|Comedy,2.1
4749,3 Ninjas Kick Back ,1994,Action|Children|Comedy,1.3
4750,3 Ninjas Knuckle Up ,1995,Action|Children,0.5
4757,Rock Star ,2001,Comedy|Drama|Musical,2.5
4759,Two Can Play That Game ,2001,Comedy|Drama,4.0
4765,L.I.E. ,2001,Drama,4.3
4769,Into the Arms of Strangers: Stories of the Kindertransport ,2000,Documentary,3.0
4771,Hardball ,2001,Drama,2.7
4772,Dinner Rush ,2000,Drama,3.5
4773,Haiku Tunnel ,2001,Comedy,3.0
